STATN	STNCODE	MONTH	DEPH	TEMP:mean	TEMP:std	TEMP:number_of_values	SALT:mean	SALT:std	SALT:number_of_values	DOXY:mean	DOXY:std	DOXY:number_of_values	O2SAT:mean	O2SAT:std	O2SAT:number_of_values	H2S:mean	H2S:std	H2S:number_of_values	PHOS:mean	PHOS:std	PHOS:number_of_values	DIN:mean	DIN:std	DIN:number_of_values	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:number_of_values	NTRI:mean	NTRI:std	NTRI:number_of_values	NTRA:mean	NTRA:std	NTRA:number_of_values	NTRZ:mean	NTRZ:std	NTRZ:number_of_values	AMON:mean	AMON:std	AMON:number_of_values	PTOT:mean	PTOT:std	PTOT:number_of_values	NTOT:mean	NTOT:std	NTOT:number_of_values	CPHL:mean	CPHL:std	CPHL:number_of_values	SECCHI:mean	SECCHI:std	SECCHI:number_of_values	ALKY:mean	ALKY:std	ALKY:number_of_values	PH:mean	PH:std	PH:number_of_values	HUMUS:mean	HUMUS:std	HUMUS:number_of_values
BY31 LANDSORTSDJ	BPNX37	3	440.0	5.445	0.53	68	10.49	0.553	73	-0.48	0.968	62	3.813	5.775	42	24.024	9.647	42	3.625	0.486	69	7.585	2.668	66	53.596	5.639	65	0.032	0.028	21	9.735	2.428	13	1.714	3.629	56	5.026	3.582	67	3.922	0.502	68	23.125	2.821	70	nan	nan	0	9.933	3.008	63	1.789	0.072	13	7.23	0.034	7	8.575	0.558	4
BY31 LANDSORTSDJ	BPNX37	4	0.0	3.054	1.105	111	6.589	0.276	113	9.892	0.478	90	109.613	5.585	88	nan	nan	0	0.308	0.136	113	0.729	1.189	113	11.282	3.389	106	0.074	0.048	27	1.356	1.504	25	0.523	0.993	95	0.076	0.051	103	0.835	0.147	111	20.892	1.907	111	4.929	2.681	109	7.323	1.694	108	1.595	0.054	15	8.242	0.107	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	5.0	3.006	1.072	110	6.601	0.269	107	10.07	0.48	19	111.248	6.099	19	nan	nan	0	0.318	0.139	112	0.729	1.185	112	11.304	3.421	107	0.073	0.05	27	1.356	1.505	24	0.528	1.0	95	0.078	0.052	103	0.831	0.148	111	20.851	1.917	109	4.892	2.617	109	7.323	1.694	108	1.596	0.054	15	8.236	0.069	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	10.0	2.906	1.001	109	6.651	0.254	113	9.839	0.555	23	109.552	6.011	23	nan	nan	0	0.334	0.137	113	0.794	1.202	113	11.412	3.364	107	0.072	0.051	27	1.383	1.475	26	0.577	1.012	95	0.078	0.047	103	0.803	0.158	112	20.336	2.037	109	4.159	2.076	108	7.323	1.694	108	1.597	0.054	15	8.25	0.076	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	15.0	2.814	0.971	110	6.7	0.238	113	9.943	0.479	19	109.294	5.618	19	nan	nan	0	0.362	0.138	113	0.967	1.287	113	11.656	3.254	107	0.085	0.057	27	1.484	1.435	27	0.731	1.132	95	0.085	0.053	104	0.761	0.123	112	19.635	1.676	110	3.34	1.816	109	7.323	1.694	108	1.598	0.053	15	8.21	0.075	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	20.0	2.702	0.938	110	6.755	0.224	113	9.559	0.588	89	104.876	6.028	86	nan	nan	0	0.402	0.145	113	1.277	1.417	113	12.041	3.115	107	0.084	0.041	27	1.817	1.498	26	1.029	1.284	95	0.098	0.059	104	0.752	0.123	111	19.397	1.532	110	2.6	1.585	108	7.323	1.694	108	1.603	0.049	15	8.194	0.066	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	30.0	2.536	0.944	110	6.863	0.184	113	9.416	0.386	27	103.973	3.318	27	nan	nan	0	0.499	0.142	112	2.129	1.612	111	13.116	2.976	106	0.106	0.042	27	2.786	1.623	27	1.791	1.452	93	0.129	0.074	102	0.779	0.127	108	19.531	1.586	107	1.745	1.33	102	7.323	1.694	108	1.608	0.047	15	8.14	0.064	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	40.0	2.476	0.93	109	6.951	0.169	112	9.195	0.584	93	100.676	5.958	88	nan	nan	0	0.576	0.137	112	2.855	1.595	113	13.81	2.815	107	0.101	0.039	27	3.149	1.686	27	2.601	1.524	95	0.13	0.069	103	0.822	0.118	112	19.851	1.531	110	1.143	0.943	95	7.323	1.694	108	1.62	0.046	15	8.114	0.08	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	50.0	2.595	0.849	109	7.072	0.193	113	8.86	0.604	24	97.883	6.256	24	nan	nan	0	0.688	0.17	113	3.703	1.332	113	14.953	3.017	106	0.109	0.045	27	3.888	1.481	26	3.452	1.29	95	0.12	0.075	104	0.906	0.161	111	20.391	1.488	107	0.768	0.773	94	7.323	1.694	108	1.637	0.048	15	8.2	0.344	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	60.0	3.063	0.934	109	7.402	0.404	113	7.675	1.636	91	85.606	16.878	87	nan	nan	0	0.999	0.432	113	4.568	1.22	113	18.742	5.944	107	0.091	0.03	27	4.969	1.226	26	4.34	1.239	95	0.116	0.124	104	1.203	0.428	112	20.775	1.283	111	0.538	0.517	103	7.323	1.694	108	1.663	0.05	14	7.84	0.159	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	70.0	4.125	0.829	109	8.358	0.706	113	3.938	2.347	51	45.584	26.394	50	nan	nan	0	1.872	0.717	113	5.666	1.294	110	30.554	10.033	108	0.057	0.029	27	6.659	0.939	25	5.212	1.433	95	0.296	0.683	105	2.079	0.721	112	21.248	1.548	111	nan	nan	0	7.323	1.694	108	1.697	0.066	15	7.598	0.092	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	80.0	4.809	0.584	109	9.273	0.682	113	1.943	1.851	95	22.645	20.746	90	2.557	2.494	7	2.757	0.663	113	5.898	2.299	108	42.964	9.211	111	0.047	0.034	27	8.635	1.338	25	4.224	2.87	95	0.97	1.544	108	2.982	0.678	112	21.062	2.561	111	0.338	0.152	103	7.323	1.694	108	1.746	0.066	16	7.34	0.043	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	90.0	5.216	0.38	81	9.886	0.402	83	0.318	0.675	69	7.346	6.683	48	5.127	5.239	37	3.297	0.325	83	4.568	2.127	77	50.65	4.489	81	0.05	0.025	5	9.635	1.276	4	1.963	2.685	78	2.753	2.28	78	3.564	0.308	81	20.129	2.51	81	nan	nan	0	7.324	1.727	79	1.76	0.067	16	7.272	0.048	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	100.0	5.094	0.488	109	9.818	0.582	113	0.538	1.062	100	11.297	10.72	69	7.647	5.615	51	3.227	0.49	113	6.153	2.896	108	48.868	6.229	111	0.031	0.024	27	9.876	1.014	25	2.411	3.815	89	2.719	2.533	108	3.472	0.523	113	21.299	2.913	110	nan	nan	0	7.323	1.694	108	1.77	0.069	16	7.258	0.078	4	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	125.0	5.423	0.396	81	10.3	0.42	83	-0.282	0.589	76	3.22	4.544	39	12.151	7.261	59	3.561	0.304	83	5.367	2.123	79	53.071	4.359	81	0.054	0.025	5	9.63	1.496	4	1.012	2.562	77	4.485	2.395	79	3.825	0.322	83	20.666	2.412	83	nan	nan	0	7.324	1.727	79	1.779	0.067	16	7.234	0.055	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	150.0	5.268	0.515	109	10.221	0.562	111	-0.007	0.899	100	6.489	6.733	64	14.858	8.235	59	3.409	0.449	110	6.692	2.751	106	51.239	5.597	108	0.03	0.031	26	9.943	1.202	25	2.05	3.754	88	3.546	2.989	105	3.662	0.493	110	21.84	2.793	108	nan	nan	0	7.323	1.694	108	1.786	0.066	16	7.228	0.039	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	175.0	5.524	0.396	81	10.507	0.41	83	-0.486	0.576	75	1.836	3.459	39	15.232	8.671	62	3.63	0.33	83	5.595	2.257	79	54.058	4.184	81	0.042	0.03	5	9.43	1.928	4	0.775	2.442	75	4.956	2.39	79	3.905	0.36	82	20.965	2.808	82	nan	nan	0	7.324	1.727	79	1.782	0.068	15	7.208	0.047	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	200.0	5.325	0.515	109	10.342	0.554	112	-0.128	0.923	96	5.208	6.486	65	16.098	9.783	62	3.469	0.468	112	6.694	2.804	108	51.945	5.457	110	0.025	0.024	26	9.944	1.337	25	1.796	3.65	89	3.771	3.06	107	3.708	0.507	112	21.687	2.895	110	nan	nan	0	7.323	1.694	108	1.786	0.067	16	7.216	0.061	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	250.0	5.343	0.53	109	10.408	0.536	111	-0.167	0.909	96	4.983	5.404	64	16.823	10.975	62	3.473	0.475	112	6.735	2.888	107	52.072	5.609	110	0.027	0.022	26	9.908	1.423	24	1.879	3.673	88	3.852	3.188	107	3.726	0.516	111	21.805	2.919	108	nan	nan	0	7.323	1.694	108	1.789	0.068	16	7.24	0.047	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	300.0	5.358	0.54	109	10.439	0.539	112	-0.227	0.945	96	4.839	5.39	65	18.587	11.736	62	3.506	0.48	112	6.837	3.022	107	52.319	5.674	110	0.024	0.02	26	9.994	1.602	24	1.842	3.617	90	4.015	3.368	107	3.747	0.525	112	21.989	3.013	108	nan	nan	0	7.323	1.694	108	1.791	0.069	16	7.214	0.058	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	400.0	5.377	0.549	109	10.479	0.539	112	-0.292	0.99	95	4.626	5.139	65	20.36	13.168	62	3.527	0.499	112	7.017	3.247	106	52.583	5.785	110	0.031	0.024	26	10.062	1.716	25	1.805	3.66	89	4.207	3.62	106	3.768	0.541	111	22.36	3.203	109	nan	nan	0	7.323	1.694	108	1.791	0.068	16	7.218	0.058	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	4	440.0	5.398	0.551	106	10.503	0.521	111	-0.377	1.036	93	4.336	4.994	63	22.232	14.376	62	3.559	0.522	112	7.41	3.39	107	52.786	6.045	110	0.064	0.048	26	10.028	1.895	25	1.765	3.671	89	4.653	3.926	107	3.813	0.563	112	22.845	3.344	111	nan	nan	0	7.323	1.694	108	1.792	0.068	16	7.206	0.055	5	nan	nan	0
BY31 LANDSORTSDJ	BPNX37	5	0.0	6.607	2.012	71	6.444	0.287	71	9.395	0.643	53	113.772	7.83	53	nan	nan	0	0.137	0.092	67	0.155	0.181	67	9.725	3.069	64	0.025	0.02	19	0.131	0.162	17	0.031	0.026	54	0.104	0.099	66	0.645	0.154	67	19.91	2.053	67	2.844	1.835	63	7.353	1.506	65	1.536	0.04	10	8.372	0.107	4	6.133	2.569	3
BY31 LANDSORTSDJ	BPNX37	5	5.0	6.349	1.793	71	6.454	0.279	65	9.318	0.458	12	113.871	5.021	12	nan	nan	0	0.139	0.091	67	0.136	0.16	68	9.826	3.06	64	0.024	0.016	20	0.131	0.169	16	0.026	0.021	54	0.09	0.069	66	0.691	0.163	66	20.534	1.971	65	3.208	2.168	62	7.353	1.506	65	1.545	0.046	9	8.37	0.119	4	6.1	2.617	3
BY31 LANDSORTSDJ	BPNX37	5	10.0	5.948	1.628	71	6.557	0.26	71	9.215	0.446	14	111.527	4.23	14	nan	nan	0	0.153	0.098	67	0.135	0.164	68	10.081	3.057	64	0.019	0.01	20	0.134	0.169	18	0.026	0.022	54	0.085	0.071	67	0.663	0.111	67	19.922	1.419	67	2.7	1.096	63	7.353	1.506	65	1.557	0.039	10	8.338	0.088	4	6.1	2.547	3
BY31 LANDSORTSDJ	BPNX37	5	15.0	5.349	1.264	71	6.636	0.211	70	9.237	0.374	12	109.364	3.419	12	nan	nan	0	0.188	0.11	67	0.183	0.358	68	10.446	2.949	64	0.026	0.023	20	0.269	0.557	16	0.027	0.022	54	0.101	0.081	67	0.639	0.116	67	19.206	1.287	67	1.966	0.739	62	7.353	1.506	65	1.571	0.046	10	8.305	0.075	4	6.1	2.547	3
BY31 LANDSORTSDJ	BPNX37	5	20.0	4.793	1.164	71	6.706	0.214	71	9.287	0.376	54	107.965	3.922	54	nan	nan	0	0.223	0.126	67	0.212	0.37	68	10.733	3.063	64	0.029	0.028	20	0.28	0.594	17	0.029	0.026	54	0.121	0.078	67	0.615	0.128	67	18.524	1.076	66	1.358	0.663	63	7.353	1.506	65	1.582	0.05	10	8.295	0.098	4	6.1	2.551	3
BY31 LANDSORTSDJ	BPNX37	5	30.0	3.825	1.039	71	6.854	0.184	71	9.069	0.438	16	102.994	5.62	16	nan	nan	0	0.326	0.152	68	0.296	0.425	68	11.767	3.125	64	0.03	0.024	20	0.384	0.647	17	0.091	0.209	54	0.143	0.087	67	0.638	0.134	67	17.947	1.196	67	0.786	0.526	61	7.353	1.506	65	1.608	0.051	10	8.27	0.105	4	6.1	2.617	3
BY31 LANDSORTSDJ	BPNX37	5	40.0	3.212	0.98	71	6.984	0.161	71	9.013	0.417	55	100.531	4.692	55	nan	nan	0	0.461	0.161	68	0.745	1.018	68	13.074	2.981	64	0.053	0.039	20	1.098	1.427	19	0.401	0.61	54	0.15	0.077	67	0.735	0.145	67	17.964	1.244	67	0.652	0.505	53	7.353	1.506	65	1.632	0.047	10	8.158	0.104	4	6.0	2.546	3
BY31 LANDSORTSDJ	BPNX37	5	50.0	2.977	0.847	71	7.149	0.208	71	8.365	1.024	14	93.621	11.034	14	nan	nan	0	0.649	0.24	68	1.972	1.726	68	14.865	3.58	64	0.086	0.044	20	2.514	1.773	19	1.594	1.613	54	0.166	0.102	67	0.917	0.23	67	19.09	1.75	67	0.5	0.375	51	7.353	1.506	65	1.645	0.047	10	8.05	0.191	4	5.9	2.478	3
BY31 LANDSORTSDJ	BPNX37	5	60.0	3.422	0.764	71	7.575	0.422	71	7.009	1.598	55	78.838	17.185	55	nan	nan	0	1.112	0.414	67	4.159	1.676	67	20.275	5.741	63	0.127	0.045	19	4.657	1.801	19	3.681	1.609	54	0.191	0.197	66	1.351	0.399	66	20.847	1.53	66	0.412	0.221	60	7.353	1.506	65	1.667	0.055	10	7.905	0.282	4	5.9	2.475	3
BY31 LANDSORTSDJ	BPNX37	5	70.0	4.316	0.785	71	8.578	0.77	71	3.001	2.297	28	34.569	26.024	28	nan	nan	0	2.107	0.732	68	5.734	1.648	68	34.068	10.458	65	0.097	0.042	20	6.59	1.874	20	4.933	1.886	54	0.402	1.116	68	2.366	0.742	67	21.725	1.815	67	nan	nan	0	7.353	1.506	65	1.72	0.076	10	7.425	0.183	4	6.567	2.917	3
BY31 LANDSORTSDJ	BPNX37	5	80.0	4.841	0.581	71	9.301	0.788	70	1.626	2.0	55	22.096	22.597	47	4.638	3.573	16	2.817	0.719	66	5.493	2.665	65	44.085	9.81	63	0.054	0.035	18	8.438	1.367	17	3.185	3.369	53	1.36	1.966	66	3.105	0.718	65	21.198	2.718	64	0.354	0.206	60	7.353	1.506	65	1.752	0.082	9	7.337	0.09	3	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	5	90.0	5.272	0.401	50	9.956	0.521	50	0.1	0.879	42	6.437	9.602	27	8.475	6.475	28	3.385	0.446	49	4.766	2.114	48	51.217	5.778	46	0.028	0.008	4	6.818	3.48	5	1.383	2.417	46	3.334	2.567	49	3.698	0.324	48	20.412	2.499	48	nan	nan	0	7.186	1.256	46	1.77	0.074	10	7.258	0.049	4	6.733	3.007	3
BY31 LANDSORTSDJ	BPNX37	5	100.0	5.121	0.505	71	9.812	0.723	70	0.474	1.218	67	12.128	12.789	44	10.73	6.796	33	3.206	0.561	67	6.36	2.64	67	48.995	6.989	64	0.031	0.017	19	8.963	2.38	18	2.107	3.521	51	2.903	2.815	68	3.475	0.559	67	21.654	2.798	67	nan	nan	0	7.353	1.506	65	1.783	0.069	9	7.228	0.033	4	6.8	2.998	3
BY31 LANDSORTSDJ	BPNX37	5	125.0	5.482	0.394	51	10.346	0.529	51	-0.406	0.64	43	2.763	5.512	24	13.854	7.289	37	3.515	0.38	48	5.5	2.06	49	53.584	4.646	45	0.025	0.005	4	7.258	4.154	4	0.817	2.327	46	4.566	2.452	49	3.812	0.318	48	20.611	2.456	48	nan	nan	0	7.186	1.256	46	1.798	0.056	9	7.253	0.069	4	6.767	2.969	3
BY31 LANDSORTSDJ	BPNX37	5	150.0	5.318	0.525	69	10.225	0.663	69	0.035	0.937	60	7.244	7.24	42	14.692	8.627	36	3.348	0.481	67	6.5	2.615	66	51.212	5.759	64	0.024	0.013	18	8.862	2.477	17	1.757	3.49	50	3.458	2.933	66	3.611	0.501	66	21.651	2.79	66	nan	nan	0	7.388	1.491	64	1.787	0.07	10	7.22	0.019	4	6.7	2.922	3
BY31 LANDSORTSDJ	BPNX37	5	175.0	5.577	0.412	51	10.523	0.533	51	-0.492	0.662	41	2.553	5.032	23	14.761	8.854	38	3.537	0.442	46	5.623	2.103	46	53.907	4.659	43	0.03	0.014	3	6.223	4.336	3	0.577	2.1	43	4.905	2.347	46	3.851	0.409	45	20.836	2.648	45	nan	nan	0	7.186	1.256	46	1.789	0.07	10	7.228	0.031	4	6.7	2.913	3
BY31 LANDSORTSDJ	BPNX37	5	200.0	5.363	0.546	67	10.336	0.66	67	-0.024	0.866	60	6.414	6.347	41	14.581	8.994	36	3.371	0.486	65	6.515	2.648	65	51.537	5.529	62	0.042	0.088	17	8.834	2.678	17	1.76	3.447	50	3.412	2.924	65	3.623	0.508	64	21.534	2.85	64	nan	nan	0	7.387	1.502	63	1.791	0.069	10	7.22	0.019	4	6.733	2.933	3
BY31 LANDSORTSDJ	BPNX37	5	250.0	5.39	0.554	67	10.379	0.659	67	-0.025	0.854	59	6.282	6.209	40	14.028	9.392	36	3.354	0.483	64	6.458	2.747	64	51.526	5.612	61	0.033	0.039	17	8.794	2.767	16	1.815	3.422	48	3.343	2.954	64	3.612	0.503	63	21.601	3.027	63	nan	nan	0	7.387	1.502	63	1.793	0.066	10	7.22	0.031	4	6.7	2.922	3
BY31 LANDSORTSDJ	BPNX37	5	300.0	5.404	0.565	67	10.409	0.654	67	-0.033	0.857	58	6.163	6.369	40	13.956	9.52	36	3.351	0.483	62	6.31	2.847	64	51.641	5.841	60	0.05	0.117	18	8.595	3.057	17	1.695	3.291	49	3.276	2.953	64	3.619	0.495	63	21.335	3.036	62	nan	nan	0	7.387	1.502	63	1.795	0.067	10	7.218	0.023	4	6.767	2.969	3
BY31 LANDSORTSDJ	BPNX37	5	400.0	5.423	0.576	66	10.464	0.632	66	-0.146	0.935	59	5.936	6.233	40	17.719	11.248	36	3.435	0.514	62	6.747	3.028	63	52.068	6.04	60	0.046	0.09	17	8.702	3.296	16	1.533	3.286	50	3.893	3.408	63	3.707	0.545	62	21.996	3.118	60	nan	nan	0	7.387	1.502	63	1.797	0.065	10	7.225	0.036	4	6.767	2.969	3
BY31 LANDSORTSDJ	BPNX37	5	440.0	5.422	0.572	64	10.489	0.598	64	-0.228	1.004	58	5.711	6.144	40	20.686	12.756	35	3.513	0.577	62	7.298	3.035	63	52.506	6.206	60	0.04	0.027	16	9.297	2.684	15	1.533	3.378	49	4.43	3.75	63	3.796	0.61	62	22.701	3.179	62	nan	nan	0	7.393	1.513	62	1.794	0.065	9	7.24	0.033	3	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	0.0	11.616	1.964	66	6.244	0.308	67	8.289	0.478	53	112.836	5.683	52	nan	nan	0	0.065	0.06	67	0.119	0.135	67	8.917	3.067	63	0.031	0.024	18	0.045	0.034	11	0.03	0.025	57	0.088	0.115	64	0.541	0.144	67	19.901	2.099	66	2.215	1.255	64	6.286	0.878	65	1.511	0.055	12	8.449	0.166	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	5.0	11.302	1.853	65	6.259	0.312	64	8.339	0.498	18	112.229	4.743	18	nan	nan	0	0.067	0.059	67	0.104	0.123	67	8.946	3.062	63	0.023	0.019	18	0.054	0.035	12	0.029	0.025	57	0.077	0.103	64	0.551	0.125	67	20.082	1.925	66	2.427	1.459	65	6.286	0.878	65	1.514	0.056	12	8.466	0.142	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	10.0	10.37	1.946	66	6.411	0.286	66	8.331	0.545	20	109.447	5.41	20	nan	nan	0	0.08	0.068	67	0.109	0.121	67	9.204	2.913	63	0.022	0.018	18	0.057	0.034	12	0.029	0.025	57	0.079	0.103	64	0.561	0.14	67	19.879	1.859	66	2.556	1.273	65	6.286	0.878	65	1.524	0.06	11	8.441	0.128	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	15.0	8.785	2.196	66	6.533	0.274	67	8.497	0.516	15	105.878	5.108	15	nan	nan	0	0.115	0.087	67	0.134	0.128	67	9.549	2.698	62	0.019	0.017	18	0.053	0.032	12	0.03	0.025	57	0.104	0.111	64	0.555	0.12	67	19.176	1.422	66	2.093	0.93	65	6.286	0.878	65	1.545	0.056	11	8.309	0.126	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	20.0	7.177	2.094	66	6.664	0.217	67	8.489	0.489	52	103.603	4.13	51	nan	nan	0	0.164	0.102	67	0.19	0.155	67	9.876	2.669	63	0.021	0.016	17	0.059	0.03	11	0.031	0.025	57	0.161	0.137	64	0.537	0.112	67	18.396	1.172	66	1.352	0.746	65	6.286	0.878	65	1.567	0.048	12	8.236	0.094	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	30.0	4.908	1.68	66	6.842	0.171	67	8.635	0.486	20	101.45	5.598	20	nan	nan	0	0.316	0.143	67	0.293	0.195	67	11.413	2.718	63	0.022	0.012	18	0.054	0.033	12	0.057	0.065	57	0.243	0.169	64	0.592	0.146	67	17.484	0.983	66	0.626	0.561	58	6.286	0.878	65	1.595	0.054	12	8.14	0.067	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	40.0	3.728	1.143	66	6.986	0.158	67	8.584	0.423	53	97.111	4.445	52	nan	nan	0	0.442	0.164	67	0.443	0.384	66	12.704	3.016	63	0.028	0.019	17	0.099	0.096	15	0.205	0.351	57	0.262	0.167	64	0.683	0.164	67	17.29	0.974	66	0.365	0.194	52	6.286	0.878	65	1.613	0.056	12	8.057	0.078	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	50.0	3.335	0.874	66	7.154	0.213	67	8.317	0.803	20	93.476	9.158	20	nan	nan	0	0.62	0.234	67	1.153	1.12	66	14.528	3.481	63	0.069	0.063	17	1.473	1.7	16	0.874	1.096	57	0.292	0.193	64	0.866	0.234	67	17.908	1.341	66	0.322	0.15	52	6.286	0.878	65	1.633	0.054	12	7.95	0.159	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	60.0	3.542	0.726	66	7.642	0.503	67	6.403	1.897	54	72.45	21.006	53	nan	nan	0	1.217	0.555	66	3.266	1.873	65	21.738	7.384	63	0.124	0.057	17	3.724	2.573	16	2.947	1.904	56	0.358	0.251	64	1.443	0.55	67	19.79	1.646	66	0.325	0.14	57	6.286	0.878	65	1.654	0.056	12	7.774	0.226	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	70.0	4.459	0.603	66	8.793	0.691	67	2.018	1.809	30	23.576	20.709	30	nan	nan	0	2.297	0.742	67	5.257	2.553	65	37.197	9.757	64	0.126	0.086	17	7.685	2.344	17	4.445	2.859	57	0.575	0.951	65	2.598	0.773	66	21.302	2.468	66	nan	nan	0	6.286	0.878	65	1.696	0.069	12	7.499	0.181	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	80.0	4.891	0.54	66	9.496	0.633	67	0.975	1.452	58	15.126	15.751	49	7.168	5.426	22	3.051	0.598	67	5.666	3.157	64	46.351	7.489	64	0.065	0.042	17	9.509	1.201	17	3.367	3.995	54	1.822	2.235	64	3.327	0.622	66	21.158	3.089	64	0.305	0.146	56	6.286	0.878	65	1.733	0.082	12	7.347	0.107	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	90.0	5.244	0.459	50	9.991	0.54	51	0.052	0.979	46	7.461	10.854	27	10.241	7.215	32	3.404	0.414	49	5.221	2.407	47	51.483	5.475	47	0.061	0.06	7	9.621	0.846	7	1.849	3.396	44	3.541	2.56	47	3.687	0.394	50	20.663	2.62	50	nan	nan	0	6.269	0.923	49	1.74	0.085	12	7.299	0.082	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	100.0	5.143	0.534	66	9.981	0.631	67	0.264	1.022	63	9.261	9.665	44	12.048	7.419	33	3.291	0.483	63	6.551	2.856	61	49.843	6.076	61	0.041	0.039	17	9.982	1.142	15	2.917	4.173	51	2.787	2.783	62	3.542	0.496	64	21.603	2.966	63	nan	nan	0	6.286	0.878	65	1.747	0.083	12	7.279	0.073	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	125.0	5.467	0.46	50	10.409	0.529	51	-0.31	0.761	48	3.727	6.517	28	14.764	8.243	36	3.504	0.408	49	5.478	2.28	48	53.24	4.409	47	0.159	0.217	7	8.438	2.582	5	1.37	3.105	46	4.23	2.61	48	3.776	0.399	50	20.723	2.629	51	nan	nan	0	6.269	0.923	49	1.756	0.082	12	7.259	0.062	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	150.0	5.343	0.549	65	10.35	0.616	67	0.006	0.871	60	6.146	6.35	43	14.709	8.258	35	3.342	0.496	65	6.063	3.065	62	51.429	5.168	62	0.048	0.077	17	9.203	2.598	16	2.033	3.794	50	3.224	2.835	64	3.621	0.514	66	21.22	2.964	66	nan	nan	0	6.286	0.878	65	1.756	0.083	10	7.259	0.044	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	175.0	5.581	0.474	50	10.588	0.524	51	-0.337	0.691	43	3.209	4.926	28	14.521	7.674	34	3.453	0.417	50	5.176	2.456	49	53.163	4.268	47	0.143	0.193	7	8.596	2.779	5	1.66	3.229	45	3.922	2.546	49	3.74	0.436	50	20.565	2.722	51	nan	nan	0	6.269	0.923	49	1.762	0.076	12	7.25	0.039	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	200.0	5.405	0.562	65	10.453	0.6	67	0.022	0.828	60	5.91	6.128	43	14.006	7.481	34	3.32	0.435	66	5.934	3.004	64	51.199	5.132	63	0.055	0.093	17	9.575	1.849	15	2.549	3.893	53	2.808	2.643	65	3.565	0.469	66	21.036	2.774	66	nan	nan	0	6.286	0.878	65	1.762	0.077	12	7.236	0.037	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	250.0	5.433	0.566	65	10.497	0.596	67	0.016	0.805	60	5.665	6.031	43	13.562	7.318	34	3.315	0.43	65	6.063	2.878	62	51.197	5.086	63	0.065	0.119	17	9.493	1.877	15	2.74	3.925	51	2.784	2.608	65	3.565	0.471	66	21.135	2.764	66	nan	nan	0	6.286	0.878	65	1.763	0.078	12	7.234	0.037	7	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	300.0	5.45	0.571	65	10.519	0.599	67	-0.003	0.847	59	5.824	6.3	42	14.397	8.091	34	3.326	0.431	64	5.948	2.99	63	51.43	5.206	62	0.063	0.093	16	9.555	1.903	15	2.518	3.82	52	2.879	2.69	64	3.581	0.468	65	21.254	3.087	65	nan	nan	0	6.286	0.878	65	1.767	0.079	11	7.237	0.041	6	nan	nan	2
BY31 LANDSORTSDJ	BPNX37	6	400.0	5.453	0.602	65	10.548	0.591	67	-0.054	0.817	61	5.027	5.641	43	14.994	9.372	34	3.334	0.437	66	6.069	3.147	64	51.499	5.359	63	0.089	0.111	17	9.539	1.913	17	2.601	3.94	53	2.949	2.87	65	3.591	0.473	66	21.368	2.998	66	nan	nan	0	6.286	0.878	65	1.762	0.08	12	7.233	0.042	7	nan	nan	2
