depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p
0.00	1	Bothnian Bay	5.85	1.33	8	8.80	5.00			0.78	0.70	49	2.47	-0.15			3.04	0.21	50	3.31	2.11			9.07	0.34	7	9.60	8.64			1.74	0.09	2	1.80	1.68			3.26	0.20	5	3.47	3.00			9.34	0.11	6	9.45	9.17			0.06	0.03	53	0.13	0.01			0.07	0.03	52	0.17	0.02			6.96	0.65	54	8.00	5.16					0					0.16	0.12	48	0.61	0.06			35.02	4.22	52	43.44	26.70					0					17.42	1.22	20	19.80	15.80					0					7.77	0.22	47	8.00	6.78			0.84	0.02	10	0.88	0.82		
0.00	2	Bothnian Bay	5.85	1.11	8	7.80	4.00			0.08	0.29	24	0.70	-0.18			3.02	0.18	25	3.36	2.48			8.97	0.17	3	9.11	8.78					0							0					9.73	0.26	2	9.91	9.55			0.06	0.02	26	0.11	0.02	0.10	0.02	0.05	0.03	26	0.14	0.02	0.13	0.02	7.02	0.60	26	8.01	5.78	7.85	6.01			0					0.11	0.06	26	0.24	0.06	0.23	0.06	36.89	3.70	26	42.73	28.30	41.74	29.52			0					17.26	1.49	19	20.00	15.30					0					7.72	0.21	25	7.95	7.21			0.84	0.04	7	0.91	0.80		
0.00	3	Bothnian Bay	5.87	2.13	6	9.00	3.50			0.01	0.25	26	0.76	-0.20			3.09	0.23	27	3.36	2.16					0							0					3.33	0.02	3	3.35	3.31					0					0.05	0.01	28	0.07	0.02			0.05	0.01	30	0.09	0.02	0.08	0.04	7.76	0.57	30	9.29	6.33	8.43	6.95			0					0.19	0.12	30	0.65	0.07	0.42	0.08	36.64	3.92	30	42.40	28.00	42.09	30.23			0					17.45	1.12	17	19.80	16.30					0					7.73	0.23	28	8.07	7.00			0.86		1	0.86	0.86		
0.00	4	Bothnian Bay	6.73	1.70	22	10.00	3.50			0.35	0.43	40	1.72	-0.13			3.09	0.15	40	3.37	2.81			8.77	0.32	3	9.06	8.42					0							0							0					0.03	0.02	9	0.08	0.01			0.07	0.02	10	0.11	0.05			7.50	0.47	10	8.03	6.33					0					0.15	0.07	9	0.27	0.07			28.34	6.05	9	33.20	18.80					0					16.38	1.42	23	19.00	13.50					0					7.83	0.13	22	8.14	7.43			0.84	0.03	9	0.89	0.82		
0.00	5	Bothnian Bay	6.79	1.54	42	10.40	3.00			1.75	1.19	76	6.30	0.01			3.15	0.25	76	3.60	2.08			9.54	0.21	4	9.80	9.32			2.58	1.24	16	6.40	1.10			3.40	0.16	16	3.52	2.85			9.74	0.17	19	10.10	9.30			0.03	0.02	37	0.11	0.01			0.13	0.06	34	0.30	0.05			6.78	0.91	37	9.20	5.38					0					0.20	0.10	28	0.49	0.07			29.34	3.99	34	41.30	23.80			1.91	0.89	5	2.78	0.70			10.47	6.30	17	17.80	3.60					0					7.80	0.12	26	8.06	7.57			0.83	0.03	8	0.87	0.80		
0.00	6	Bothnian Bay	5.48	1.39	38	8.80	3.00			5.82	2.17	61	10.20	1.74			2.95	0.27	59	3.51	2.16			8.77	0.30	8	9.24	8.35			3.49	0.94	8	4.78	2.38			3.23	0.34	8	3.44	2.47			9.38	0.25	9	9.62	8.87			0.03	0.02	24	0.07	0.01			0.12	0.04	24	0.18	0.06			5.92	0.87	24	7.47	4.22			7.21	0.35	7	7.61	6.71			0.17	0.05	22	0.31	0.06			32.19	5.93	24	49.60	23.20			2.70	1.18	10	5.00	1.66			17.05	4.55	28	35.70	12.50					0					7.88	0.20	29	8.23	7.44			0.80	0.07	14	0.87	0.61		
0.00	7	Bothnian Bay	4.60	0.66	21	6.10	3.50			13.62	2.39	40	17.78	8.46	16.72	10.25	2.79	0.23	38	3.22	2.15			7.76	0.53	6	8.25	7.08					0							0							0					0.02	0.01	9	0.05	0.01			0.17	0.04	9	0.22	0.07			2.07	1.53	9	4.85	0.19					0					0.21	0.10	9	0.36	0.06			28.20	4.06	7	33.85	20.43			3.49	0.16	3	3.64	3.32			16.13	4.01	23	24.90	11.90					0					7.98	0.24	21	8.20	7.37			0.82	0.02	9	0.85	0.79		
0.00	8	Bothnian Bay	5.29	1.17	33	7.50	3.00			14.89	1.58	62	18.11	11.99	17.72	12.19	2.79	0.30	62	3.50	2.00	3.19	2.38	6.71	0.56	8	7.15	5.78					0					3.29	0.31	3	3.50	2.94					0					0.02	0.01	28	0.05	0.01			0.19	0.07	28	0.37	0.09			2.00	1.12	28	4.18	0.05					0					0.39	0.14	26	0.60	0.14			30.47	5.78	26	48.40	22.10			1.51	0.01	3	1.52	1.50			16.70	4.68	14	30.20	11.50					0					7.88	0.20	32	8.33	7.43			0.81	0.02	8	0.86	0.79		
0.00	9	Bothnian Bay	5.44	0.80	27	7.20	3.50			12.01	1.97	53	17.02	8.37	14.75	8.83	2.85	0.21	53	3.29	2.29	3.18	2.51	6.97	0.34	8	7.38	6.44					0							0							0					0.02	0.01	19	0.05	0.01			0.24	0.07	19	0.39	0.12			3.24	1.00	19	5.24	1.74					0					0.48	0.22	19	0.99	0.19			30.55	4.61	19	42.00	23.40			2.37	0.59	3	2.73	1.68			15.57	2.33	20	21.10	11.70					0					7.79	0.21	24	8.08	7.42			0.81	0.04	7	0.85	0.76		
0.00	10	Bothnian Bay	5.98	0.97	20	7.50	4.00			7.23	1.42	36	10.27	4.79			2.98	0.21	36	3.40	2.62			7.33	0.32	4	7.77	7.02					0					3.16	0.20	3	3.33	2.94					0					0.02	0.01	14	0.06	0.01			0.26	0.07	14	0.38	0.15			5.21	1.06	14	6.80	2.83					0					0.48	0.30	13	1.39	0.17			30.36	3.44	14	39.45	26.80					0					16.15	1.35	6	17.60	13.90					0					7.77	0.25	21	8.23	6.98			0.81	0.03	7	0.84	0.77		
0.00	11	Bothnian Bay	5.38	1.08	13	6.76	2.50			4.42	1.15	55	7.34	2.08			3.12	0.19	55	3.38	2.59			7.89		1	7.89	7.89			3.84	0.85	33	5.64	2.21			3.27	0.14	33	3.48	3.00			8.62	0.17	32	9.00	8.29			0.06	0.03	47	0.16	0.01			0.15	0.05	47	0.27	0.06			6.11	0.67	47	7.49	4.40			5.88	0.65	22	7.20	4.60			0.48	0.25	34	1.14	0.16			29.08	2.84	47	36.10	22.70			0.94	0.19	4	1.13	0.75			9.61	5.55	16	18.80	4.75					0					7.74	0.19	21	8.14	7.20			0.82	0.03	7	0.86	0.79		
0.00	12	Bothnian Bay	6.29	1.15	13	8.00	4.00			3.38	1.19	149	5.61	-0.11			3.04	0.17	144	3.52	2.38			8.36	0.36	53	9.21	7.39			3.25	1.17	117	5.31	0.01			3.09	0.15	119	3.52	2.74			8.86	0.34	128	10.03	8.31			0.06	0.02	150	0.17	0.01			0.10	0.05	151	0.25	0.02			5.95	0.82	149	8.00	3.83			6.09	0.83	128	7.88	3.91			0.34	0.21	140	1.18	0.05			34.08	3.32	156	45.20	25.20			0.75	0.26	3	1.04	0.55			15.57	2.60	57	22.80	10.50					0					7.82	0.13	51	8.05	7.40			0.82	0.03	35	0.88	0.75		
5.00	1	Bothnian Bay	5.85	1.33	8	8.80	5.00			0.71	0.69	49	2.48	-0.16			3.06	0.15	50	3.31	2.65			9.04	0.27	7	9.32	8.53					0					3.11	0.13	4	3.28	3.00			9.35	0.05	2	9.38	9.31			0.06	0.03	52	0.13	0.02			0.07	0.03	52	0.18	0.03			6.98	0.64	52	8.00	5.25					0					0.17	0.12	48	0.61	0.06			35.05	4.22	52	43.79	26.60					0					17.45	1.22	20	19.90	15.60					0					7.79	0.19	47	8.00	6.81			0.84	0.02	10	0.88	0.82		
5.00	2	Bothnian Bay	5.85	1.11	8	7.80	4.00			0.03	0.27	24	0.70	-0.17			3.04	0.15	25	3.36	2.68			9.35	0.21	5	9.54	9.01					0							0							0					0.06	0.02	26	0.13	0.02			0.05	0.03	26	0.14	0.02			7.17	0.67	26	8.42	5.83					0					0.11	0.06	26	0.28	0.06			36.95	3.77	26	43.08	28.20					0					17.39	1.55	20	20.00	15.30					0					7.73	0.21	25	7.93	7.28			0.85	0.05	8	0.95	0.81		
5.00	3	Bothnian Bay	5.87	2.13	6	9.00	3.50			-0.10	0.15	26	0.64	-0.19			3.08	0.22	27	3.36	2.20					0							0					3.33	0.02	3	3.35	3.31					0					0.05	0.01	29	0.07	0.02			0.05	0.01	30	0.09	0.02			7.77	0.58	30	9.29	6.45					0					0.17	0.09	29	0.45	0.07			36.51	4.02	30	42.40	27.60					0					17.58	1.08	17	20.20	16.30					0					7.74	0.22	28	8.02	7.04			0.87	0.01	2	0.88	0.86		
5.00	4	Bothnian Bay	6.73	1.70	22	10.00	3.50			0.29	0.40	40	1.34	-0.18			3.10	0.15	40	3.37	2.85			9.38	0.12	4	9.54	9.24					0					3.31		1	3.31	3.31					0					0.03	0.02	10	0.08	0.01			0.07	0.02	10	0.10	0.05			7.60	0.32	10	8.03	7.06					0					0.18	0.10	10	0.36	0.07			28.36	5.73	10	33.60	19.20					0					16.40	1.44	23	19.10	13.40					0					7.84	0.13	22	8.22	7.54			0.84	0.02	9	0.88	0.81		
5.00	5	Bothnian Bay	6.79	1.54	42	10.40	3.00			1.67	1.15	76	6.19	0.01	3.81	0.21	3.16	0.21	76	3.60	2.46	3.50	2.85	9.39	0.23	4	9.72	9.21			2.75	1.08	13	5.74	1.80			3.40	0.15	13	3.52	2.97			9.66	0.17	14	9.91	9.16			0.03	0.01	34	0.05	0.01			0.13	0.06	34	0.30	0.05			6.64	0.57	34	7.75	5.41					0					0.19	0.08	28	0.41	0.07			29.29	3.77	34	41.00	24.00			2.69	0.31	2	2.91	2.47			10.54	6.31	17	18.00	3.70					0					7.81	0.11	26	8.05	7.58			0.83	0.03	9	0.87	0.80		
5.00	6	Bothnian Bay	5.48	1.39	38	8.80	3.00			5.41	2.03	61	9.23	1.75			2.98	0.24	59	3.59	2.30			9.04	0.33	8	9.45	8.55			3.37	0.85	8	4.43	2.39			3.23	0.33	8	3.44	2.49			9.40	0.25	10	9.66	8.85			0.03	0.02	24	0.08	0.01			0.13	0.04	24	0.20	0.06			5.99	0.82	24	7.45	4.21			7.27	0.34	7	7.57	6.78			0.19	0.06	22	0.30	0.08			32.21	5.83	24	49.30	22.80			2.07	0.38	7	2.68	1.70			17.13	4.44	28	35.40	12.60					0					7.90	0.17	30	8.23	7.47			0.80	0.07	13	0.88	0.62		
